source_desc,sector_desc,group_desc,commodity_desc,class_desc,prodn_practice_desc,util_practice_desc,statisticcat_desc,unit_desc,short_desc,domain_desc,agg_level_desc,state_name,state_alpha,year,week_ending,Value,CV (%)
SURVEY,CROPS,FIELD CROPS,WHEAT,"SPRING, DURUM",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, SPRING, DURUM - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-06-26,5,
SURVEY,CROPS,FIELD CROPS,WHEAT,"SPRING, DURUM",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, SPRING, DURUM - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-07-03,22,
SURVEY,CROPS,FIELD CROPS,WHEAT,"SPRING, DURUM",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, SPRING, DURUM - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-07-10,40,
SURVEY,CROPS,FIELD CROPS,WHEAT,"SPRING, DURUM",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, SPRING, DURUM - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-07-17,62,
SURVEY,CROPS,FIELD CROPS,WHEAT,"SPRING, DURUM",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, SPRING, DURUM - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-07-24,84,
SURVEY,CROPS,FIELD CROPS,WHEAT,"SPRING, DURUM",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, SPRING, DURUM - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-07-31,95,
SURVEY,CROPS,FIELD CROPS,WHEAT,"SPRING, DURUM",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, SPRING, DURUM - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2022-04-17,3,
SURVEY,CROPS,FIELD CROPS,WHEAT,"SPRING, DURUM",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, SPRING, DURUM - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2022-04-24,5,
SURVEY,CROPS,FIELD CROPS,WHEAT,"SPRING, DURUM",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, SPRING, DURUM - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2022-05-01,23,
SURVEY,CROPS,FIELD CROPS,WHEAT,"SPRING, DURUM",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, SPRING, DURUM - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2022-05-08,30,
SURVEY,CROPS,FIELD CROPS,WHEAT,"SPRING, DURUM",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, SPRING, DURUM - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2022-05-15,50,
SURVEY,CROPS,FIELD CROPS,WHEAT,"SPRING, DURUM",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, SPRING, DURUM - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2022-05-22,65,
SURVEY,CROPS,FIELD CROPS,WHEAT,"SPRING, DURUM",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, SPRING, DURUM - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2022-05-29,83,
SURVEY,CROPS,FIELD CROPS,WHEAT,"SPRING, DURUM",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, SPRING, DURUM - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2022-06-05,93,
SURVEY,CROPS,FIELD CROPS,WHEAT,"SPRING, DURUM",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, SPRING, DURUM - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2022-06-12,98,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BOOTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BOOTED",TOTAL,STATE,MONTANA,MT,2022,2022-04-24,0,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BOOTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BOOTED",TOTAL,STATE,MONTANA,MT,2022,2022-05-01,1,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BOOTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BOOTED",TOTAL,STATE,MONTANA,MT,2022,2022-05-08,10,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BOOTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BOOTED",TOTAL,STATE,MONTANA,MT,2022,2022-05-15,25,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BOOTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BOOTED",TOTAL,STATE,MONTANA,MT,2022,2022-05-22,30,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BOOTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BOOTED",TOTAL,STATE,MONTANA,MT,2022,2022-05-29,40,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BOOTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BOOTED",TOTAL,STATE,MONTANA,MT,2022,2022-06-05,66,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BOOTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BOOTED",TOTAL,STATE,MONTANA,MT,2022,2022-06-12,75,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BOOTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BOOTED",TOTAL,STATE,MONTANA,MT,2022,2022-06-19,82,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BOOTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BOOTED",TOTAL,STATE,MONTANA,MT,2022,2022-06-26,99,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BREAKING DORMANCY,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BREAKING DORMANCY",TOTAL,STATE,MONTANA,MT,2022,2022-03-27,15,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BREAKING DORMANCY,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BREAKING DORMANCY",TOTAL,STATE,MONTANA,MT,2022,2022-04-03,34,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BREAKING DORMANCY,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BREAKING DORMANCY",TOTAL,STATE,MONTANA,MT,2022,2022-04-10,55,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BREAKING DORMANCY,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BREAKING DORMANCY",TOTAL,STATE,MONTANA,MT,2022,2022-04-17,73,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BREAKING DORMANCY,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BREAKING DORMANCY",TOTAL,STATE,MONTANA,MT,2022,2022-04-24,79,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BREAKING DORMANCY,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BREAKING DORMANCY",TOTAL,STATE,MONTANA,MT,2022,2022-05-01,86,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BREAKING DORMANCY,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BREAKING DORMANCY",TOTAL,STATE,MONTANA,MT,2022,2022-05-08,95,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BREAKING DORMANCY,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT BREAKING DORMANCY",TOTAL,STATE,MONTANA,MT,2022,2022-05-15,99,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT COLORING,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT COLORING",TOTAL,STATE,MONTANA,MT,2022,2022-07-10,17,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT COLORING,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT COLORING",TOTAL,STATE,MONTANA,MT,2022,2022-07-17,45,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT COLORING,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT COLORING",TOTAL,STATE,MONTANA,MT,2022,2022-07-24,72,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT COLORING,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT COLORING",TOTAL,STATE,MONTANA,MT,2022,2022-07-31,95,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,MONTANA,MT,2022,2021-09-19,3,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,MONTANA,MT,2022,2021-09-26,10,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,MONTANA,MT,2022,2021-10-03,19,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,MONTANA,MT,2022,2021-10-10,36,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,MONTANA,MT,2022,2021-10-17,50,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,MONTANA,MT,2022,2021-10-24,63,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,MONTANA,MT,2022,2021-10-31,75,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,MONTANA,MT,2022,2021-11-07,80,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,MONTANA,MT,2022,2021-11-14,81,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,MONTANA,MT,2022,2021-11-21,85,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,MONTANA,MT,2022,2021-11-28,88,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,MONTANA,MT,2022,2022-06-05,0,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,MONTANA,MT,2022,2022-06-12,0,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,MONTANA,MT,2022,2022-06-19,0,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,MONTANA,MT,2022,2022-06-26,0,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,MONTANA,MT,2022,2022-07-03,0,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,MONTANA,MT,2022,2022-07-10,1,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,MONTANA,MT,2022,2022-07-17,8,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,MONTANA,MT,2022,2022-07-24,18,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,MONTANA,MT,2022,2022-07-31,32,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,MONTANA,MT,2022,2022-08-07,51,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,MONTANA,MT,2022,2022-08-14,71,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,MONTANA,MT,2022,2022-08-21,92,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,MONTANA,MT,2022,2022-08-28,99,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-04-03,0,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-04-10,0,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-04-17,0,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-04-24,0,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-05-01,0,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-05-08,0,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-05-15,1,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-05-22,2,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-05-29,5,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-06-05,8,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-06-12,14,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-06-19,40,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-06-26,55,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-07-03,80,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-07-10,90,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,MONTANA,MT,2022,2022-07-17,99,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2021-09-05,3,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2021-09-12,14,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2021-09-19,26,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2021-09-26,42,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2021-10-03,52,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2021-10-10,66,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2021-10-17,78,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2021-10-24,88,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2021-10-31,95,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2021-11-07,99,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2021-11-14,100,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2021-11-21,100,
SURVEY,CROPS,FIELD CROPS,WHEAT,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"WHEAT, WINTER - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,MONTANA,MT,2022,2021-11-28,100,
SURVEY,CROPS,FIELD CROPS,WHEAT,"SPRING, (EXCL DURUM)",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT BOOTED,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, MEASURED IN PCT BOOTED",TOTAL,STATE,MONTANA,MT,2023,2023-05-21,0,
